Wall:R-Value:Input,Window:U-Value:Input,SHGC:NA:Input,Roof:NA:Input,Res HRV:(%):Input,SHW:Type:Input,SHW Reduce:NA:Input,Appliances:NA:Input,MUA:NA:Input,TEUI:(kWh/m2):Output:120,GHGI:(kgCO2/m2):Output:100,TEDI:(kWh/m2):Output:200,LEED:Pts:Output:100,Energy Cost:($):Output:100,NPV:NA:Output:100
R-ip 8,U-ip 0.15,0.25,30,0,Renew Gas,0,N,Renew Gas,132.3,1.4,51.2,0,382055,2274669
R-ip 8,U-ip 0.15,0.25,20,0,Renew Gas,0,N,Renew Gas,132.9,1.4,51.9,0,383803,2299546
R-ip 8,U-ip 0.25,0.4,30,0,Renew Gas,0,N,Renew Gas,133.7,1.4,52.9,0,386162,2333135
R-ip 8,U-ip 0.25,0.4,20,0,Renew Gas,0,N,Renew Gas,134.4,1.4,53.6,0,387928,2358263
R-ip 8,U-ip 0.25,0.25,30,0,Renew Gas,0,N,Renew Gas,135.3,1.4,54.9,0,390560,2395733
R-ip 8,U-ip 0.25,0.25,20,0,Renew Gas,0,N,Renew Gas,136,1.4,55.7,0,392451,2422637
R-ip 8,U-ip 0.38,0.4,30,0,Renew Gas,0,N,Renew Gas,137.8,1.4,57.7,0,397430,2493519
R-ip 8,U-ip 0.38,0.4,20,0,Renew Gas,0,N,Renew Gas,138.4,1.4,58.5,0,399315,2520348
R-ip 8,U-ip 0.38,0.25,30,0,Renew Gas,0,N,Renew Gas,139.7,1.5,60.1,0,402874,2571003
R-ip 8,U-ip 0.38,0.25,20,0,Renew Gas,0,N,Renew Gas,140.4,1.5,60.9,0,404900,2599837
R-ip 15,U-ip 0.15,0.4,30,0,Renew Gas,0,N,Renew Gas,128.2,1.3,45.6,0,370510,2110352
R-ip 15,U-ip 0.15,0.4,20,0,Renew Gas,0,N,Renew Gas,128.5,1.3,46.2,0,371570,2125436
R-ip 15,U-ip 0.15,0.25,30,0,Renew Gas,0,N,Renew Gas,128.8,1.3,46.9,0,372416,2137470
R-ip 15,U-ip 0.15,0.25,20,0,Renew Gas,0,N,Renew Gas,129.3,1.3,47.5,0,373683,2155505
R-ip 15,U-ip 0.25,0.4,30,0,Renew Gas,0,N,Renew Gas,130,1.3,48.4,0,375667,2183751
R-ip 15,U-ip 0.25,0.4,20,0,Renew Gas,0,N,Renew Gas,130.5,1.3,49,0,377076,2203798
R-ip 15,U-ip 0.25,0.25,30,0,Renew Gas,0,N,Renew Gas,131.1,1.4,50,0,378691,2226790
R-ip 15,U-ip 0.25,0.25,20,0,Renew Gas,0,N,Renew Gas,131.7,1.4,50.7,0,380354,2250455
R-ip 15,U-ip 0.38,0.4,30,0,Renew Gas,0,N,Renew Gas,133.4,1.4,52.7,0,385083,2317775
R-ip 15,U-ip 0.38,0.4,20,0,Renew Gas,0,N,Renew Gas,134,1.4,53.5,0,386853,2342967
R-ip 15,U-ip 0.38,0.25,30,0,Renew Gas,0,N,Renew Gas,134.9,1.4,54.8,0,389494,2380550
R-ip 15,U-ip 0.38,0.25,20,0,Renew Gas,0,N,Renew Gas,135.6,1.4,55.6,0,391419,2407959
R-ip 8,U-ip 0.15,0.4,30,0,ASHP,0,N,Renew Gas,116.7,1.6,49.5,0,410551,3411603
R-ip 8,U-ip 0.15,0.4,20,0,ASHP,0,N,Renew Gas,117.3,1.6,50.2,0,412113,3433828
R-ip 8,U-ip 0.15,0.25,30,0,ASHP,0,N,Renew Gas,117.9,1.6,51.2,0,413806,3457920
R-ip 8,U-ip 0.15,0.25,20,0,ASHP,0,N,Renew Gas,118.5,1.6,51.9,0,415553,3482797
R-ip 8,U-ip 0.25,0.4,30,0,ASHP,0,N,Renew Gas,119.3,1.6,52.9,0,417913,3516386
R-ip 8,U-ip 0.25,0.4,20,0,ASHP,0,N,Renew Gas,120,1.6,53.6,0,419679,3541514
R-ip 8,U-ip 0.25,0.25,30,0,ASHP,0,N,Renew Gas,120.9,1.6,54.9,0,422311,3578984
R-ip 8,U-ip 0.25,0.25,20,0,ASHP,0,N,Renew Gas,121.6,1.6,55.7,0,424201,3605888
R-ip 8,U-ip 0.38,0.4,30,0,ASHP,0,N,Renew Gas,123.4,1.7,57.7,0,429181,3676770
R-ip 8,U-ip 0.38,0.4,20,0,ASHP,0,N,Renew Gas,124,1.7,58.5,0,431066,3703599
R-ip 8,U-ip 0.38,0.25,30,0,ASHP,0,N,Renew Gas,125.3,1.7,60.1,0,434625,3754254
R-ip 8,U-ip 0.38,0.25,20,0,ASHP,0,N,Renew Gas,126,1.7,60.9,0,436651,3783088
R-ip 15,U-ip 0.15,0.4,30,0,ASHP,0,N,Renew Gas,113.8,1.6,45.6,0,402261,3293603
R-ip 15,U-ip 0.15,0.4,20,0,ASHP,0,N,Renew Gas,114.1,1.6,46.2,0,403321,3308687
R-ip 15,U-ip 0.15,0.25,30,0,ASHP,0,N,Renew Gas,114.4,1.6,46.9,0,404166,3320721
R-ip 15,U-ip 0.15,0.25,20,0,ASHP,0,N,Renew Gas,114.9,1.6,47.5,0,405433,3338756
R-ip 15,U-ip 0.25,0.4,30,0,ASHP,0,N,Renew Gas,115.6,1.6,48.4,0,407418,3367003
R-ip 15,U-ip 0.25,0.4,20,0,ASHP,0,N,Renew Gas,116.1,1.6,49,0,408826,3387049
R-ip 15,U-ip 0.25,0.25,30,0,ASHP,0,N,Renew Gas,116.7,1.6,50,0,410442,3410041
R-ip 15,U-ip 0.25,0.25,20,0,ASHP,0,N,Renew Gas,117.3,1.6,50.7,0,412104,3433706
R-ip 15,U-ip 0.38,0.4,30,0,ASHP,0,N,Renew Gas,119,1.6,52.7,0,416834,3501027
R-ip 15,U-ip 0.38,0.4,20,0,ASHP,0,N,Renew Gas,119.6,1.6,53.5,0,418604,3526218
R-ip 15,U-ip 0.38,0.25,30,0,ASHP,0,N,Renew Gas,120.5,1.6,54.8,0,421244,3563801
R-ip 15,U-ip 0.38,0.25,20,0,ASHP,0,N,Renew Gas,121.2,1.6,55.6,0,423170,3591210
R-ip 8,U-ip 0.15,0.4,30,90,Gas,20,N,HP,101.2,4.8,27.6,14,242098,602666
R-ip 8,U-ip 0.15,0.4,20,90,Gas,20,N,HP,101.7,4.8,28.3,14,243659,624892
R-ip 8,U-ip 0.15,0.25,30,90,Gas,20,N,HP,102.3,4.8,29.3,13,245352,648984
R-ip 8,U-ip 0.15,0.25,20,90,Gas,20,N,HP,103,4.8,30,13,247100,673860
R-ip 8,U-ip 0.25,0.4,30,90,Gas,20,N,HP,103.8,4.8,31,13,249460,707449
R-ip 8,U-ip 0.25,0.4,20,90,Gas,20,N,HP,104.4,4.8,31.7,13,251225,732577
R-ip 8,U-ip 0.25,0.25,30,90,Gas,20,N,HP,105.4,4.8,33,13,253858,770047
R-ip 8,U-ip 0.25,0.25,20,90,Gas,20,N,HP,106.1,4.8,33.8,13,255748,796951
R-ip 8,U-ip 0.38,0.4,30,90,Gas,20,N,HP,107.8,4.9,35.9,12,260728,867833
R-ip 8,U-ip 0.38,0.4,20,90,Gas,20,N,HP,108.5,4.9,36.6,11,262613,894662
R-ip 8,U-ip 0.38,0.25,30,90,Gas,20,N,HP,109.8,4.9,38.2,11,266171,945317
R-ip 8,U-ip 0.38,0.25,20,90,Gas,20,N,HP,110.5,4.9,39,11,268197,974151
R-ip 15,U-ip 0.15,0.4,30,90,Gas,20,N,HP,98.2,4.8,23.8,0,233808,484667
R-ip 15,U-ip 0.15,0.4,20,90,Gas,20,N,HP,98.6,4.8,24.3,0,234867,499750
R-ip 15,U-ip 0.15,0.25,30,90,Gas,20,N,HP,98.9,4.8,25,0,235713,511784
R-ip 15,U-ip 0.15,0.25,20,90,Gas,20,N,HP,99.4,4.8,25.6,0,236980,529819
R-ip 15,U-ip 0.25,0.4,30,90,Gas,20,N,HP,100.1,4.8,26.5,0,238964,558066
R-ip 15,U-ip 0.25,0.4,20,90,Gas,20,N,HP,100.6,4.8,27.1,0,240373,578112
R-ip 15,U-ip 0.25,0.25,30,90,Gas,20,N,HP,101.1,4.8,28.2,0,241988,601104
R-ip 15,U-ip 0.25,0.25,20,90,Gas,20,N,HP,101.7,4.8,28.9,0,243651,624769
R-ip 15,U-ip 0.38,0.4,30,90,Gas,20,N,HP,103.4,4.8,30.9,0,248381,692090
R-ip 15,U-ip 0.38,0.4,20,90,Gas,20,N,HP,104.1,4.8,31.6,0,250150,717281
R-ip 15,U-ip 0.38,0.25,30,90,Gas,20,N,HP,105,4.8,32.9,0,252791,754864
R-ip 15,U-ip 0.38,0.25,20,90,Gas,20,N,HP,105.7,4.8,33.7,0,254717,782273
R-ip 8,U-ip 0.15,0.4,30,90,Renew Gas,20,N,HP,101.2,0.9,27.6,12,252753,754329
R-ip 8,U-ip 0.15,0.4,20,90,Renew Gas,20,N,HP,101.7,0.9,28.3,12,254315,776554
R-ip 8,U-ip 0.15,0.25,30,90,Renew Gas,20,N,HP,102.3,0.9,29.3,12,256007,800646
R-ip 8,U-ip 0.15,0.25,20,90,Renew Gas,20,N,HP,103,0.9,30,12,257755,825523
R-ip 8,U-ip 0.25,0.4,30,90,Renew Gas,20,N,HP,103.8,0.9,31,11,260115,859112
R-ip 8,U-ip 0.25,0.4,20,90,Renew Gas,20,N,HP,104.4,0.9,31.7,11,261880,884240
R-ip 8,U-ip 0.25,0.25,30,90,Renew Gas,20,N,HP,105.4,0.9,33,11,264513,921710
R-ip 8,U-ip 0.25,0.25,20,90,Renew Gas,20,N,HP,106.1,1,33.8,11,266403,948614
R-ip 8,U-ip 0.38,0.4,30,90,Renew Gas,20,N,HP,107.8,1,35.9,10,271383,1019496
R-ip 8,U-ip 0.38,0.4,20,90,Renew Gas,20,N,HP,108.5,1,36.6,10,273268,1046325
R-ip 8,U-ip 0.38,0.25,30,90,Renew Gas,20,N,HP,109.8,1,38.2,10,276827,1096980
R-ip 8,U-ip 0.38,0.25,20,90,Renew Gas,20,N,HP,110.5,1,39,10,278853,1125814
R-ip 15,U-ip 0.15,0.4,30,90,Renew Gas,20,N,HP,98.2,0.9,23.8,0,244463,636329
R-ip 15,U-ip 0.15,0.4,20,90,Renew Gas,20,N,HP,98.6,0.9,24.3,0,245523,651413
R-ip 15,U-ip 0.15,0.25,30,90,Renew Gas,20,N,HP,98.9,0.9,25,0,246368,663447
R-ip 15,U-ip 0.15,0.25,20,90,Renew Gas,20,N,HP,99.4,0.9,25.6,0,247635,681482
R-ip 15,U-ip 0.25,0.4,30,90,Renew Gas,20,N,HP,100.1,0.9,26.5,0,249620,709729
R-ip 15,U-ip 0.25,0.4,20,90,Renew Gas,20,N,HP,100.6,0.9,27.1,0,251028,729775
R-ip 15,U-ip 0.25,0.25,30,90,Renew Gas,20,N,HP,101.1,0.9,28.2,0,252644,752767
R-ip 15,U-ip 0.25,0.25,20,90,Renew Gas,20,N,HP,101.7,0.9,28.9,0,254306,776432
R-ip 15,U-ip 0.38,0.4,30,90,Renew Gas,20,N,HP,103.4,0.9,30.9,0,259036,843753
R-ip 15,U-ip 0.38,0.4,20,90,Renew Gas,20,N,HP,104.1,0.9,31.6,0,260806,868944
R-ip 15,U-ip 0.38,0.25,30,90,Renew Gas,20,N,HP,105,0.9,32.9,0,263446,906527
R-ip 15,U-ip 0.38,0.25,20,90,Renew Gas,20,N,HP,105.7,1,33.7,0,265372,933936
R-ip 8,U-ip 0.15,0.4,30,90,ASHP,20,N,HP,89.7,1.1,27.6,12,278154,1847195
R-ip 8,U-ip 0.15,0.4,20,90,ASHP,20,N,HP,90.2,1.1,28.3,12,279715,1869420
R-ip 8,U-ip 0.15,0.25,30,90,ASHP,20,N,HP,90.8,1.1,29.3,12,281408,1893512
R-ip 8,U-ip 0.15,0.25,20,90,ASHP,20,N,HP,91.4,1.1,30,11,283156,1918389
R-ip 8,U-ip 0.25,0.4,30,90,ASHP,20,N,HP,92.3,1.1,31,11,285516,1951978
R-ip 8,U-ip 0.25,0.4,20,90,ASHP,20,N,HP,92.9,1.1,31.7,11,287281,1977106
R-ip 8,U-ip 0.25,0.25,30,90,ASHP,20,N,HP,93.9,1.1,33,11,289914,2014576
R-ip 8,U-ip 0.25,0.25,20,90,ASHP,20,N,HP,94.5,1.1,33.8,11,291804,2041480
R-ip 8,U-ip 0.38,0.4,30,90,ASHP,20,N,HP,96.3,1.2,35.9,10,296784,2112362
R-ip 8,U-ip 0.38,0.4,20,90,ASHP,20,N,HP,97,1.2,36.6,10,298669,2139191
R-ip 8,U-ip 0.38,0.25,30,90,ASHP,20,N,HP,98.2,1.2,38.2,10,302227,2189846
R-ip 8,U-ip 0.38,0.25,20,90,ASHP,20,N,HP,99,1.2,39,10,304253,2218680
R-ip 15,U-ip 0.15,0.4,30,90,ASHP,20,N,HP,86.7,1.1,23.8,0,269864,1729196
R-ip 15,U-ip 0.15,0.4,20,90,ASHP,20,N,HP,87.1,1.1,24.3,0,270923,1744279
R-ip 15,U-ip 0.15,0.25,30,90,ASHP,20,N,HP,87.4,1.1,25,0,271769,1756313
R-ip 15,U-ip 0.15,0.25,20,90,ASHP,20,N,HP,87.8,1.1,25.6,0,273036,1774348
R-ip 15,U-ip 0.25,0.4,30,90,ASHP,20,N,HP,88.5,1.1,26.5,0,275020,1802595
R-ip 15,U-ip 0.25,0.4,20,90,ASHP,20,N,HP,89,1.1,27.1,0,276429,1822641
R-ip 15,U-ip 0.25,0.25,30,90,ASHP,20,N,HP,89.6,1.1,28.2,0,278044,1845633
R-ip 15,U-ip 0.25,0.25,20,90,ASHP,20,N,HP,90.2,1.1,28.9,0,279707,1869298
R-ip 15,U-ip 0.38,0.4,30,90,ASHP,20,N,HP,91.9,1.1,30.9,0,284437,1936619
R-ip 15,U-ip 0.38,0.4,20,90,ASHP,20,N,HP,92.5,1.1,31.6,0,286206,1961810
R-ip 15,U-ip 0.38,0.25,30,90,ASHP,20,N,HP,93.5,1.1,32.9,0,288847,1999393
R-ip 15,U-ip 0.38,0.25,20,90,ASHP,20,N,HP,94.2,1.1,33.7,0,290773,2026802
R-ip 8,U-ip 0.15,0.4,30,90,Gas,20,N,Gas,104.4,5.6,27.6,14,238450,230677
R-ip 8,U-ip 0.15,0.4,20,90,Gas,20,N,Gas,104.9,5.6,28.3,14,240012,252902
R-ip 8,U-ip 0.15,0.25,30,90,Gas,20,N,Gas,105.5,5.6,29.3,14,241704,276994
R-ip 8,U-ip 0.15,0.25,20,90,Gas,20,N,Gas,106.2,5.6,30,14,243452,301871
R-ip 8,U-ip 0.25,0.4,30,90,Gas,20,N,Gas,107,5.6,31,14,245812,335460
R-ip 8,U-ip 0.25,0.4,20,90,Gas,20,N,Gas,107.6,5.6,31.7,13,247577,360588
R-ip 8,U-ip 0.25,0.25,30,90,Gas,20,N,Gas,108.6,5.6,33,13,250210,398058
R-ip 8,U-ip 0.25,0.25,20,90,Gas,20,N,Gas,109.2,5.6,33.8,13,252100,424962
R-ip 8,U-ip 0.38,0.4,30,90,Gas,20,N,Gas,111,5.7,35.9,12,257080,495844
R-ip 8,U-ip 0.38,0.4,20,90,Gas,20,N,Gas,111.7,5.7,36.6,12,258965,522673
R-ip 8,U-ip 0.38,0.25,30,90,Gas,20,N,Gas,113,5.7,38.2,11,262524,573328
R-ip 8,U-ip 0.38,0.25,20,90,Gas,20,N,Gas,113.7,5.7,39,11,264550,602162
R-ip 15,U-ip 0.15,0.4,30,90,Gas,20,N,Gas,101.4,5.6,23.8,0,230160,112677
R-ip 15,U-ip 0.15,0.4,20,90,Gas,20,N,Gas,101.8,5.6,24.3,0,231220,127761
R-ip 15,U-ip 0.15,0.25,30,90,Gas,20,N,Gas,102.1,5.6,25,0,232065,139795
R-ip 15,U-ip 0.15,0.25,20,90,Gas,20,N,Gas,102.5,5.6,25.6,0,233332,157830
R-ip 15,U-ip 0.25,0.4,30,90,Gas,20,N,Gas,103.3,5.6,26.5,0,235317,186076
R-ip 15,U-ip 0.25,0.4,20,90,Gas,20,N,Gas,103.8,5.6,27.1,0,236725,206123
R-ip 15,U-ip 0.25,0.25,30,90,Gas,20,N,Gas,104.3,5.6,28.2,0,238340,229115
R-ip 15,U-ip 0.25,0.25,20,90,Gas,20,N,Gas,104.9,5.6,28.9,0,240003,252780
R-ip 15,U-ip 0.38,0.4,30,90,Gas,20,N,Gas,106.6,5.6,30.9,0,244733,320100
R-ip 15,U-ip 0.38,0.4,20,90,Gas,20,N,Gas,107.2,5.6,31.6,0,246503,345292
R-ip 15,U-ip 0.38,0.25,30,90,Gas,20,N,Gas,108.2,5.6,32.9,0,249143,382875
R-ip 15,U-ip 0.38,0.25,20,90,Gas,20,N,Gas,108.9,5.6,33.7,0,251069,410284
R-ip 8,U-ip 0.15,0.4,30,90,ASHP,20,N,Gas,92.9,1.9,27.6,13,274506,1475206
R-ip 8,U-ip 0.15,0.4,20,90,ASHP,20,N,Gas,93.4,1.9,28.3,13,276068,1497431
R-ip 8,U-ip 0.15,0.25,30,90,ASHP,20,N,Gas,94,1.9,29.3,12,277760,1521523
R-ip 8,U-ip 0.15,0.25,20,90,ASHP,20,N,Gas,94.6,1.9,30,12,279508,1546400
R-ip 8,U-ip 0.25,0.4,30,90,ASHP,20,N,Gas,95.5,1.9,31,12,281868,1579989
R-ip 8,U-ip 0.25,0.4,20,90,ASHP,20,N,Gas,96.1,1.9,31.7,11,283633,1605117
R-ip 8,U-ip 0.25,0.25,30,90,ASHP,20,N,Gas,97,1.9,33,11,286266,1642587
R-ip 8,U-ip 0.25,0.25,20,90,ASHP,20,N,Gas,97.7,2,33.8,11,288156,1669491
R-ip 8,U-ip 0.38,0.4,30,90,ASHP,20,N,Gas,99.5,2,35.9,11,293136,1740373
R-ip 8,U-ip 0.38,0.4,20,90,ASHP,20,N,Gas,100.2,2,36.6,10,295021,1767202
R-ip 8,U-ip 0.38,0.25,30,90,ASHP,20,N,Gas,101.4,2,38.2,10,298580,1817857
R-ip 8,U-ip 0.38,0.25,20,90,ASHP,20,N,Gas,102.2,2,39,10,300606,1846691
R-ip 15,U-ip 0.15,0.4,30,90,ASHP,20,N,Gas,89.9,1.9,23.8,0,266216,1357206
R-ip 15,U-ip 0.15,0.4,20,90,ASHP,20,N,Gas,90.3,1.9,24.3,0,267276,1372290
R-ip 15,U-ip 0.15,0.25,30,90,ASHP,20,N,Gas,90.6,1.9,25,0,268121,1384323
R-ip 15,U-ip 0.15,0.25,20,90,ASHP,20,N,Gas,91,1.9,25.6,0,269388,1402359
R-ip 15,U-ip 0.25,0.4,30,90,ASHP,20,N,Gas,91.7,1.9,26.5,0,271373,1430605
R-ip 15,U-ip 0.25,0.4,20,90,ASHP,20,N,Gas,92.2,1.9,27.1,0,272781,1450652
R-ip 15,U-ip 0.25,0.25,30,90,ASHP,20,N,Gas,92.8,1.9,28.2,0,274396,1473644
R-ip 15,U-ip 0.25,0.25,20,90,ASHP,20,N,Gas,93.4,1.9,28.9,0,276059,1497309
R-ip 15,U-ip 0.38,0.4,30,90,ASHP,20,N,Gas,95.1,1.9,30.9,0,280789,1564629
R-ip 15,U-ip 0.38,0.4,20,90,ASHP,20,N,Gas,95.7,1.9,31.6,0,282559,1589821
R-ip 15,U-ip 0.38,0.25,30,90,ASHP,20,N,Gas,96.7,1.9,32.9,0,285199,1627404
R-ip 15,U-ip 0.38,0.25,20,90,ASHP,20,N,Gas,97.4,1.9,33.7,0,287125,1654813
R-ip 8,U-ip 0.15,0.4,30,90,Renew Gas,20,N,Renew Gas,104.4,0.9,27.6,13,251388,414823
R-ip 8,U-ip 0.15,0.4,20,90,Renew Gas,20,N,Renew Gas,104.9,0.9,28.3,13,252949,437048
R-ip 8,U-ip 0.15,0.25,30,90,Renew Gas,20,N,Renew Gas,105.5,0.9,29.3,12,254642,461140
R-ip 8,U-ip 0.15,0.25,20,90,Renew Gas,20,N,Renew Gas,106.2,0.9,30,12,256390,486017
R-ip 8,U-ip 0.25,0.4,30,90,Renew Gas,20,N,Renew Gas,107,0.9,31,12,258749,519606
R-ip 8,U-ip 0.25,0.4,20,90,Renew Gas,20,N,Renew Gas,107.6,0.9,31.7,11,260515,544734
R-ip 8,U-ip 0.25,0.25,30,90,Renew Gas,20,N,Renew Gas,108.6,0.9,33,11,263147,582204
R-ip 8,U-ip 0.25,0.25,20,90,Renew Gas,20,N,Renew Gas,109.2,0.9,33.8,11,265038,609108
R-ip 8,U-ip 0.38,0.4,30,90,Renew Gas,20,N,Renew Gas,111,1,35.9,10,270018,679989
R-ip 8,U-ip 0.38,0.4,20,90,Renew Gas,20,N,Renew Gas,111.7,1,36.6,10,271902,706819
R-ip 8,U-ip 0.38,0.25,30,90,Renew Gas,20,N,Renew Gas,113,1,38.2,10,275461,757474
R-ip 8,U-ip 0.38,0.25,20,90,Renew Gas,20,N,Renew Gas,113.7,1,39,10,277487,786308
R-ip 15,U-ip 0.15,0.4,30,90,Renew Gas,20,N,Renew Gas,101.4,0.8,23.8,0,243097,296823
R-ip 15,U-ip 0.15,0.4,20,90,Renew Gas,20,N,Renew Gas,101.8,0.8,24.3,0,244157,311907
R-ip 15,U-ip 0.15,0.25,30,90,Renew Gas,20,N,Renew Gas,102.1,0.9,25,0,245003,323940
R-ip 15,U-ip 0.15,0.25,20,90,Renew Gas,20,N,Renew Gas,102.5,0.9,25.6,0,246270,341976
R-ip 15,U-ip 0.25,0.4,30,90,Renew Gas,20,N,Renew Gas,103.3,0.9,26.5,0,248254,370222
R-ip 15,U-ip 0.25,0.4,20,90,Renew Gas,20,N,Renew Gas,103.8,0.9,27.1,0,249663,390269
R-ip 15,U-ip 0.25,0.25,30,90,Renew Gas,20,N,Renew Gas,104.3,0.9,28.2,0,251278,413260
R-ip 15,U-ip 0.25,0.25,20,90,Renew Gas,20,N,Renew Gas,104.9,0.9,28.9,0,252941,436926
R-ip 15,U-ip 0.38,0.4,30,90,Renew Gas,20,N,Renew Gas,106.6,0.9,30.9,0,257670,504246
R-ip 15,U-ip 0.38,0.4,20,90,Renew Gas,20,N,Renew Gas,107.2,0.9,31.6,0,259440,529438
R-ip 15,U-ip 0.38,0.25,30,90,Renew Gas,20,N,Renew Gas,108.2,0.9,32.9,0,262081,567021
R-ip 15,U-ip 0.38,0.25,20,90,Renew Gas,20,N,Renew Gas,108.9,0.9,33.7,0,264006,594429
R-ip 8,U-ip 0.15,0.4,30,90,ASHP,20,N,Renew Gas,92.9,1.1,27.6,12,276788,1507689
R-ip 8,U-ip 0.15,0.4,20,90,ASHP,20,N,Renew Gas,93.4,1.1,28.3,12,278350,1529914
R-ip 8,U-ip 0.15,0.25,30,90,ASHP,20,N,Renew Gas,94,1.1,29.3,12,280042,1554006
R-ip 8,U-ip 0.15,0.25,20,90,ASHP,20,N,Renew Gas,94.6,1.1,30,12,281790,1578883
R-ip 8,U-ip 0.25,0.4,30,90,ASHP,20,N,Renew Gas,95.5,1.1,31,11,284150,1612472
R-ip 8,U-ip 0.25,0.4,20,90,ASHP,20,N,Renew Gas,96.1,1.1,31.7,11,285916,1637600
R-ip 8,U-ip 0.25,0.25,30,90,ASHP,20,N,Renew Gas,97,1.1,33,11,288548,1675070
R-ip 8,U-ip 0.25,0.25,20,90,ASHP,20,N,Renew Gas,97.7,1.1,33.8,11,290438,1701974
R-ip 8,U-ip 0.38,0.4,30,90,ASHP,20,N,Renew Gas,99.5,1.1,35.9,10,295418,1772856
R-ip 8,U-ip 0.38,0.4,20,90,ASHP,20,N,Renew Gas,100.2,1.1,36.6,10,297303,1799685
R-ip 8,U-ip 0.38,0.25,30,90,ASHP,20,N,Renew Gas,101.4,1.2,38.2,10,300862,1850340
R-ip 8,U-ip 0.38,0.25,20,90,ASHP,20,N,Renew Gas,102.2,1.2,39,10,302888,1879174
R-ip 15,U-ip 0.15,0.4,30,90,ASHP,20,N,Renew Gas,89.9,1,23.8,0,268498,1389689
R-ip 15,U-ip 0.15,0.4,20,90,ASHP,20,N,Renew Gas,90.3,1,24.3,0,269558,1404773
R-ip 15,U-ip 0.15,0.25,30,90,ASHP,20,N,Renew Gas,90.6,1,25,0,270403,1416806
R-ip 15,U-ip 0.15,0.25,20,90,ASHP,20,N,Renew Gas,91,1,25.6,0,271670,1434842
R-ip 15,U-ip 0.25,0.4,30,90,ASHP,20,N,Renew Gas,91.7,1.1,26.5,0,273655,1463088
R-ip 15,U-ip 0.25,0.4,20,90,ASHP,20,N,Renew Gas,92.2,1.1,27.1,0,275063,1483135
R-ip 15,U-ip 0.25,0.25,30,90,ASHP,20,N,Renew Gas,92.8,1.1,28.2,0,276679,1506127
R-ip 15,U-ip 0.25,0.25,20,90,ASHP,20,N,Renew Gas,93.4,1.1,28.9,0,278341,1529792
R-ip 15,U-ip 0.38,0.4,30,90,ASHP,20,N,Renew Gas,95.1,1.1,30.9,0,283071,1597112
R-ip 15,U-ip 0.38,0.4,20,90,ASHP,20,N,Renew Gas,95.7,1.1,31.6,0,284841,1622304
R-ip 15,U-ip 0.38,0.25,30,90,ASHP,20,N,Renew Gas,96.7,1.1,32.9,0,287481,1659887
R-ip 15,U-ip 0.38,0.25,20,90,ASHP,20,N,Renew Gas,97.4,1.1,33.7,0,289407,1687296
R-ip 8,U-ip 0.15,0.4,30,60,Gas,20,N,HP,107.8,4.9,34.5,8,279362,1133061
R-ip 8,U-ip 0.15,0.4,20,60,Gas,20,N,HP,108.4,4.9,35.1,8,280923,1155287
R-ip 8,U-ip 0.15,0.25,30,60,Gas,20,N,HP,109,4.9,36.1,8,282616,1179379
R-ip 8,U-ip 0.15,0.25,20,60,Gas,20,N,HP,109.6,5,36.9,8,284364,1204256
R-ip 8,U-ip 0.25,0.4,30,60,Gas,20,N,HP,110.5,5,37.8,8,286724,1237845
R-ip 8,U-ip 0.25,0.4,20,60,Gas,20,N,HP,111.1,5,38.5,8,288489,1262972
R-ip 8,U-ip 0.25,0.25,30,60,Gas,20,N,HP,112,5,39.8,8,291122,1300443
R-ip 8,U-ip 0.25,0.25,20,60,Gas,20,N,HP,112.7,5,40.6,7,293012,1327347
R-ip 8,U-ip 0.38,0.4,30,60,Gas,20,N,HP,114.5,5,42.7,7,297992,1398228
R-ip 8,U-ip 0.38,0.4,20,60,Gas,20,N,HP,115.1,5,43.5,7,299877,1425058
R-ip 8,U-ip 0.38,0.25,30,60,Gas,20,N,HP,116.4,5,45.1,6,303435,1475712
R-ip 8,U-ip 0.38,0.25,20,60,Gas,20,N,HP,117.1,5,45.8,6,305461,1504547
R-ip 15,U-ip 0.15,0.4,30,60,Gas,20,N,HP,104.9,4.9,30.6,0,271072,1015062
R-ip 15,U-ip 0.15,0.4,20,60,Gas,20,N,HP,105.2,4.9,31.1,0,272131,1030145
R-ip 15,U-ip 0.15,0.25,30,60,Gas,20,N,HP,105.5,4.9,31.9,0,272977,1042179
R-ip 15,U-ip 0.15,0.25,20,60,Gas,20,N,HP,106,4.9,32.4,0,274244,1060215
R-ip 15,U-ip 0.25,0.4,30,60,Gas,20,N,HP,106.7,4.9,33.4,0,276228,1088461
R-ip 15,U-ip 0.25,0.4,20,60,Gas,20,N,HP,107.2,4.9,34,0,277637,1108508
R-ip 15,U-ip 0.25,0.25,30,60,Gas,20,N,HP,107.8,4.9,35,0,279252,1131499
R-ip 15,U-ip 0.25,0.25,20,60,Gas,20,N,HP,108.4,4.9,35.7,0,280915,1155165
R-ip 15,U-ip 0.38,0.4,30,60,Gas,20,N,HP,110.1,5,37.7,0,285644,1222485
R-ip 15,U-ip 0.38,0.4,20,60,Gas,20,N,HP,110.7,5,38.4,0,287414,1247677
R-ip 15,U-ip 0.38,0.25,30,60,Gas,20,N,HP,111.6,5,39.8,0,290055,1285260
R-ip 15,U-ip 0.38,0.25,20,60,Gas,20,N,HP,112.3,5,40.5,0,291980,1312668
